日期,类型,金额,分类,备注
2015-06-11 23:25:59,支出,384.91,通讯,
2015-07-17 23:52:36,收入,305.71,奖金,
2015-12-01 09:11:02,收入,470.13,报销,
2015-02-26 08:14:35,支出,101.89,医疗,
2015-12-16 16:06:38,收入,372.83,利息,
2015-10-18 03:15:54,支出,303.72,水电,
2015-10-16 22:22:33,支出,417.51,打车,
2015-10-22 12:04:23,支出,105.71,捐赠,
2015-01-24 05:20:48,支出,328.68,打车,
2015-04-11 07:44:01,支出,209.38,居家,
2015-11-07 08:52:08,收入,21.73,工作,
2015-05-20 23:16:04,收入,193.00,红包,
2015-05-01 16:09:46,支出,229.51,爱人,教育支出
2015-03-01 08:15:21,收入,5005.00,工资,
2015-12-13 08:53:16,支出,174.57,家庭,
2015-02-25 06:38:04,收入,111.52,理财,
2015-04-18 07:41:23,支出,130.23,学习,
2015-02-05 08:43:30,收入,175.10,礼金,
2015-09-17 15:19:55,支出,202.02,医疗,
2015-02-07 07:32:31,收入,368.48,退税退费,
2015-06-18 19:05:00,收入,447.35,利息,社保缴纳
2015-09-12 07:26:31,支出,107.14,汽车,
2015-04-22 06:54:16,收入,66.71,兼职,
2015-01-23 01:01:37,收入,59.23,退税退费,年度计划
2015-11-25 23:27:29,收入,455.33,兼职,
2015-05-18 10:07:44,支出,46.79,纳税,
2015-01-13 15:36:41,支出,782.88,餐饮,
2015-03-12 11:57:39,支出,120.27,宠物,
2015-04-01 06:38:34,支出,187.06,宠物,
2015-01-09 16:06:03,收入,116.59,利息,
2015-07-07 16:32:49,收入,64.55,工资,
2015-08-14 23:35:22,收入,272.48,工资,奖金发放
2015-02-19 20:29:30,支出,42.15,装修,
2015-07-11 00:03:34,支出,382.54,装修,彩票中奖
2015-06-09 00:19:48,支出,423.73,装修,
2015-05-15 10:40:52,收入,255.36,二手转卖,数码产品
2015-05-12 05:57:59,收入,297.47,工资,饮料零食
2015-08-23 09:03:37,收入,83.00,二手转卖,
2015-05-13 04:01:47,收入,62.74,股票,
2015-09-22 03:50:21,支出,313.60,游戏,
2015-09-04 13:45:01,收入,295.50,社会保障,年度账单
2015-06-03 18:26:35,收入,375.97,退税退费,
2015-05-27 21:11:20,支出,470.69,美容,
2015-11-05 00:07:29,支出,792.61,社保,
2015-08-21 02:19:11,收入,479.75,社会保障,
2015-09-06 08:01:16,收入,282.91,报销,
2015-06-14 21:58:34,收入,496.34,公积金,
2015-08-23 21:38:45,支出,564.35,母婴,
2015-11-11 14:55:20,收入,350.58,退税退费,
2015-02-01 18:44:18,支出,268.15,母婴,
2015-11-28 01:07:29,收入,199.91,股票,
2015-07-13 07:55:45,收入,171.57,报销,
2015-05-05 14:47:46,收入,173.85,礼金,
2015-03-19 10:24:51,收入,194.09,公积金,
2015-09-05 06:24:53,收入,348.76,理财,
2015-05-06 13:58:25,收入,53.86,二手转卖,
2015-12-01 13:42:18,收入,307.95,红包,
2015-06-24 00:17:12,支出,764.10,旅行,
2015-03-08 19:33:07,支出,101.57,纳税,维修服务
2015-05-08 12:09:30,支出,759.95,汽车,
2015-09-23 00:19:15,支出,606.79,打车,年度统计
2015-11-19 17:17:05,支出,638.28,捐赠,
2015-06-14 02:23:57,收入,74.90,二手转卖,
2015-08-11 00:40:21,收入,282.27,兼职,
2015-07-21 19:11:27,支出,621.29,退款,
2015-06-20 19:01:01,收入,261.30,社会保障,
2015-07-07 22:08:54,收入,216.39,工资,
2015-04-12 15:54:21,收入,439.63,理财,
2015-11-08 22:42:47,收入,470.46,工资,
2015-08-03 03:48:53,支出,652.27,运动,股票分红
2015-04-22 13:27:28,支出,656.23,彩票,
2015-06-07 08:24:04,支出,252.71,社交,
2015-11-19 19:08:48,支出,762.91,餐饮,
2015-02-03 17:14:20,收入,5014.00,工资,
2015-07-19 07:14:41,支出,398.11,维修,
2015-01-24 05:10:31,支出,78.36,捐赠,
2015-04-27 08:03:39,收入,433.67,工作,
2015-09-12 12:58:46,收入,418.62,红包,
2015-12-01 11:34:24,收入,376.00,二手转卖,
2015-09-01 06:26:01,支出,160.82,烟酒,
2015-11-09 11:24:45,支出,507.74,餐饮,
2015-11-20 06:23:05,支出,92.02,装修,
2015-01-08 21:49:24,收入,458.00,礼金,
2015-03-08 06:11:50,收入,427.85,兼职,
2015-07-27 04:13:58,收入,179.09,工作,
2015-11-17 10:47:45,支出,244.74,社保,
2015-12-05 04:06:20,收入,377.71,社会保障,
2015-12-06 15:39:58,支出,410.31,打车,
2015-05-02 03:14:03,收入,388.93,二手转卖,
2015-10-27 11:24:47,收入,85.17,社会保障,
2015-02-23 00:18:07,收入,336.33,社会保障,
2015-06-28 21:13:20,收入,362.68,理财,
2015-03-06 07:09:29,收入,239.77,二手转卖,
2015-03-26 14:28:52,支出,73.40,母婴,
2015-03-01 03:36:12,收入,177.97,退税退费,
2015-01-15 17:39:16,收入,463.20,利息,
2015-05-07 04:11:24,收入,140.24,股票,
2015-08-01 23:20:24,收入,11.34,公积金,
2015-05-11 20:53:37,收入,148.99,利息,
2015-06-21 18:01:03,支出,530.15,教育,
2015-04-19 17:30:40,支出,515.05,快递,
2015-08-03 08:26:22,支出,620.75,住房,年度预算表
2015-07-28 00:49:27,支出,738.63,家庭,
2015-11-06 19:23:26,收入,4984.00,工资,
2015-02-07 06:38:41,支出,609.31,宠物,
2015-02-18 07:18:35,收入,266.71,工作,
2015-08-01 18:37:23,支出,799.52,服装,年度报告
2015-02-16 10:58:44,收入,88.68,退税退费,学习资料
2015-05-25 10:27:24,收入,257.46,工作,
2015-08-02 04:29:22,收入,106.85,公积金,
2015-10-27 17:40:33,支出,307.92,地铁,
2015-07-20 13:41:59,支出,721.09,彩票,年度账单
2015-03-17 14:17:40,收入,77.99,股票,
2015-03-18 13:26:43,收入,404.96,礼金,
2015-11-19 22:42:54,支出,217.94,彩票,
2015-11-27 23:02:48,支出,395.60,饮料,
2015-10-21 16:24:14,收入,311.34,礼金,
2015-04-03 05:14:21,支出,474.02,快递,
2015-12-04 03:50:28,收入,146.22,红包,
2015-09-01 15:21:03,收入,192.82,兼职,
2015-01-17 21:06:14,支出,358.78,家庭,
2015-05-15 12:31:49,支出,286.54,水电,
2015-08-07 16:02:26,收入,331.85,股票,
2015-07-01 01:25:27,支出,62.02,退款,年度体检
2015-03-21 16:38:49,支出,379.05,水电,
2015-07-06 01:11:18,支出,100.24,打车,
2015-06-27 06:07:26,收入,484.61,社会保障,
2015-10-25 17:18:53,支出,116.38,汽车,
2015-05-06 09:47:37,支出,53.91,装修,
2015-05-02 14:38:20,支出,247.39,装修,生日礼物
2015-12-04 18:56:19,支出,379.83,物业,
2015-11-18 10:10:49,收入,216.33,奖金,
2015-07-10 06:28:03,支出,532.38,水电,
2015-11-13 20:32:31,支出,21.69,捐赠,
2015-09-05 23:19:45,支出,387.51,水电,
2015-03-16 17:44:19,支出,412.05,社保,
2015-10-25 03:22:48,收入,362.11,理财,
2015-01-14 23:26:08,支出,366.20,爱人,
2015-12-04 18:36:59,收入,498.92,工资,
2015-11-10 18:56:18,支出,113.40,快递,
2015-05-16 00:43:21,收入,351.34,兼职,节日红包
2015-11-26 12:23:09,收入,381.46,二手转卖,
2015-01-09 19:27:03,支出,625.59,纳税,
2015-09-02 10:51:02,收入,166.56,礼金,
2015-12-15 08:09:56,支出,436.27,汽车,
2015-06-11 15:02:55,收入,96.69,公积金,
2015-12-03 17:58:39,支出,294.26,美容,年度收入
2015-11-07 14:20:58,支出,208.81,彩票,宠物护理
2015-06-10 00:09:39,支出,90.71,宠物,
2015-04-22 21:31:27,收入,460.81,报销,
2015-04-03 12:08:29,支出,593.90,服装,
2015-11-12 07:39:10,支出,308.72,宠物,
2015-08-03 10:33:50,支出,277.63,购物,
2015-07-22 04:04:34,支出,373.68,社交,年度清算表
2015-12-10 02:14:18,收入,84.30,社会保障,
2015-09-15 05:52:12,支出,218.93,烟酒,烟酒消费
2015-02-18 13:49:20,收入,190.20,工作,早餐
2015-02-22 11:23:01,支出,69.11,通讯,年度清算表
2015-03-12 02:24:48,收入,106.66,工作,
2015-03-21 01:10:27,支出,677.06,服装,
2015-01-01 18:22:28,支出,5.11,医疗,
2015-04-15 16:32:57,支出,313.24,教育,
2015-08-24 07:01:08,收入,347.25,红包,
2015-01-25 15:27:40,收入,4927.00,工资,
2015-02-14 02:11:29,收入,90.19,红包,
2015-02-26 01:26:29,收入,137.03,二手转卖,
2015-05-08 16:16:27,收入,389.96,理财,
2015-04-28 01:30:58,支出,528.65,打车,
2015-05-20 11:26:18,收入,158.19,退税退费,年度总结报告
2015-01-24 10:37:45,收入,320.56,二手转卖,
2015-06-09 03:27:33,收入,250.03,报销,
2015-10-21 05:01:22,支出,157.37,捐赠,
2015-06-23 09:41:14,收入,486.99,工资,
2015-11-19 10:37:42,支出,710.52,彩票,
2015-04-28 20:00:59,支出,792.78,医疗,
2015-11-28 03:00:35,收入,81.22,理财,
2015-01-20 05:58:18,支出,707.52,家庭,年度计划
2015-07-17 01:17:19,支出,613.56,母婴,
2015-08-08 04:29:11,收入,228.90,兼职,
2015-10-22 21:45:52,支出,7.16,美容,
2015-12-23 01:05:50,收入,453.30,股票,
2015-11-09 12:59:40,收入,60.09,理财,
2015-03-06 13:54:44,支出,532.07,通讯,
2015-02-18 16:19:48,收入,292.65,兼职,
2015-01-25 21:36:03,支出,307.95,社保,
2015-01-06 05:21:52,支出,616.26,交通,
2015-07-20 19:28:37,支出,527.51,旅行,
2015-08-18 16:19:58,收入,181.86,社会保障,
2015-10-05 17:31:26,支出,315.56,餐饮,
2015-04-21 03:43:25,收入,276.67,工作,
2015-05-17 05:39:56,支出,736.96,装修,
2015-12-15 05:47:54,支出,413.70,外卖,
2015-06-03 02:42:34,支出,54.46,母婴,
2015-11-09 17:38:07,收入,5087.00,工资,
2015-01-12 15:23:25,收入,166.41,工资,
2015-06-13 06:31:37,收入,387.39,股票,
2015-06-08 06:58:46,收入,215.66,股票,
2015-07-28 05:22:42,支出,559.33,服装,
2015-02-16 11:04:46,收入,86.10,红包,
2015-02-13 17:43:42,支出,456.66,外卖,
2015-08-26 13:36:30,支出,333.99,日用品,
2015-11-09 17:42:57,支出,364.45,打车,
2015-12-04 10:12:46,收入,61.71,奖金,
2015-07-16 14:10:26,支出,671.98,交通,
2015-06-21 13:25:59,收入,402.14,奖金,
2015-04-03 17:24:27,支出,116.83,餐饮,
2015-07-27 21:39:45,支出,714.95,烟酒,
2015-11-08 15:17:47,支出,101.23,纳税,
2015-01-02 18:22:41,支出,760.85,饮料,
2015-11-12 17:39:33,支出,747.92,医疗,
2015-06-27 13:01:34,支出,462.03,家庭,
2015-03-21 08:58:04,收入,420.57,兼职,
2015-01-18 18:58:14,收入,155.99,奖金,
2015-04-25 18:08:09,支出,374.77,宠物,年度审计表
2015-10-09 10:32:41,收入,186.28,理财,
2015-04-13 12:04:18,支出,460.62,游戏,
2015-12-21 09:07:32,支出,646.61,停车,
2015-12-02 19:53:43,收入,77.79,二手转卖,
2015-10-05 00:39:35,收入,270.22,礼金,
2015-07-09 13:02:41,收入,110.36,工资,
2015-05-23 23:27:33,收入,141.83,兼职,
2015-03-02 20:57:09,收入,49.39,工作,
2015-03-14 20:26:00,收入,214.68,工资,
2015-07-13 09:05:41,支出,16.61,汽车,
2015-09-05 04:50:40,支出,220.29,家庭,物业费
2015-05-17 11:08:47,收入,345.95,兼职,
2015-06-15 02:56:09,支出,452.93,打车,
2015-12-24 15:17:52,支出,787.50,纳税,
2015-01-14 15:34:40,收入,483.45,红包,饮料零食
2015-03-06 15:08:52,收入,79.00,报销,
2015-08-27 16:28:37,支出,605.09,服装,
2015-03-28 11:57:49,支出,392.51,烟酒,
2015-10-09 01:12:44,收入,182.54,工资,
2015-03-22 21:22:44,支出,425.58,社交,
2015-04-26 02:47:48,收入,294.63,礼金,
2015-01-22 05:23:40,支出,597.74,购物,
2015-01-19 03:05:27,支出,422.07,爱人,
2015-06-12 20:07:26,收入,66.23,退税退费,
2015-08-20 13:43:09,收入,262.06,理财,
2015-05-13 20:36:08,收入,364.50,奖金,
2015-02-19 17:02:43,收入,163.60,二手转卖,
2015-03-26 12:32:23,支出,48.69,母婴,
2015-02-12 11:15:03,支出,607.95,住房,
2015-03-06 12:46:27,支出,209.56,汽车,居家用品
2015-05-16 19:46:16,收入,94.21,工资,
2015-10-20 06:46:44,支出,522.00,餐饮,
2015-05-18 00:14:00,支出,380.94,游戏,
2015-07-07 20:01:45,支出,775.12,数码,
2015-06-09 05:48:47,支出,712.09,教育,
2015-05-05 11:09:24,收入,255.73,报销,
2015-01-09 04:29:14,支出,319.57,水电,家庭聚会
2015-01-03 14:26:38,收入,254.81,二手转卖,
2015-06-04 06:30:53,收入,316.76,奖金,母婴用品
2015-05-06 02:32:48,收入,4948.00,工资,
2015-08-18 20:16:43,收入,418.19,礼金,
2015-10-27 10:28:49,支出,64.72,烟酒,
2015-10-20 12:06:25,支出,377.51,游戏,
2015-04-12 17:52:58,收入,199.94,利息,
2015-01-07 15:35:14,支出,76.77,彩票,
2015-09-13 19:00:10,支出,38.63,社保,
2015-05-17 06:44:26,收入,215.64,报销,
2015-04-08 01:09:54,收入,265.53,股票,
2015-02-27 01:57:27,收入,441.49,礼金,
2015-12-13 05:19:06,收入,373.76,退税退费,
2015-03-28 21:06:13,收入,198.07,理财,
2015-07-11 16:10:59,收入,325.38,红包,
2015-10-15 11:35:22,收入,40.55,社会保障,
2015-04-03 07:15:06,收入,491.18,社会保障,
2015-05-07 02:16:54,支出,565.79,烟酒,
2015-10-18 20:52:02,支出,527.91,游戏,
2015-05-05 16:44:40,收入,434.32,工作,
2015-09-19 09:14:41,支出,751.84,服装,
2015-02-22 18:31:54,支出,193.95,母婴,
2015-03-02 18:11:09,支出,360.10,维修,
2015-09-24 03:21:55,收入,465.99,兼职,
2015-06-06 11:11:13,支出,506.37,停车,
2015-06-20 21:44:13,支出,29.89,家庭,
2015-10-08 22:54:06,支出,375.93,居家,
2015-10-25 05:28:34,收入,84.19,退税退费,
2015-08-28 07:08:24,支出,112.56,日用品,
2015-12-15 19:22:22,支出,687.57,学习,
2015-01-21 12:37:43,支出,282.92,饮料,
2015-07-03 18:27:49,支出,377.81,运动,
2015-11-10 17:40:22,支出,398.04,装修,
2015-08-15 20:13:58,支出,91.24,维修,
2015-09-18 17:04:21,支出,657.62,物业,
2015-12-05 10:15:25,支出,461.95,游戏,
2015-05-05 06:57:39,支出,587.53,交通,
2015-01-25 10:08:54,支出,583.97,烟酒,
2015-08-07 00:19:42,收入,286.34,公积金,年度目标书
2015-12-26 09:29:46,收入,484.56,社会保障,
2015-07-09 16:41:17,收入,122.21,礼金,
2015-07-14 01:55:50,支出,149.26,交通,
2015-11-20 06:53:12,收入,178.74,利息,
2015-05-26 12:44:19,收入,261.88,工资,
2015-07-27 02:51:11,收入,117.15,兼职,
2015-11-05 10:25:33,支出,591.56,住房,
2015-07-26 04:29:27,收入,386.45,利息,
2015-10-22 16:34:50,支出,642.14,宠物,
2015-11-16 09:45:04,支出,366.07,购物,
2015-09-02 12:52:28,收入,435.02,公积金,
2015-12-18 00:02:31,收入,126.99,工作,
2015-04-13 21:58:44,收入,115.90,工作,
2015-12-20 10:50:57,支出,719.70,快递,
2015-10-24 17:36:01,收入,54.25,退税退费,
2015-07-25 16:51:19,支出,449.36,捐赠,
2015-12-11 14:34:37,收入,497.01,社会保障,
2015-10-17 20:23:06,支出,440.40,美容,年度结算表
2015-03-09 16:51:38,支出,401.25,交通,
2015-10-08 22:10:39,收入,446.42,工作,
2015-01-11 23:36:10,收入,278.89,奖金,家庭支出
2015-12-03 00:05:27,收入,15.77,礼金,
2015-10-11 10:08:06,支出,674.63,母婴,
2015-03-21 15:03:19,收入,5025.00,工资,教育支出
2015-05-19 06:20:14,支出,799.81,餐饮,
2015-02-04 18:34:25,支出,501.52,购物,
2015-07-24 08:00:56,支出,725.31,物业,
2015-04-02 12:12:20,收入,458.87,工作,
2015-06-19 21:39:50,支出,607.10,水电,
2015-02-11 18:07:17,收入,234.53,兼职,
2015-05-24 19:39:18,收入,82.00,红包,
2015-04-03 23:18:03,收入,322.49,工作,
2015-02-05 07:38:09,支出,333.38,服装,水果采购
2015-08-12 21:12:42,收入,162.32,二手转卖,
2015-06-14 11:42:01,支出,6.76,汽车,
2015-09-27 19:40:31,收入,88.08,工资,
2015-11-19 13:39:42,支出,634.70,交通,
2015-11-01 03:34:02,支出,423.22,旅行,
2015-05-17 12:51:02,支出,453.38,彩票,
2015-11-23 23:14:03,支出,441.09,社交,
2015-10-26 16:46:12,支出,171.34,社保,
2015-04-24 18:52:21,支出,600.44,学习,
2015-02-15 15:57:28,收入,383.29,工作,
2015-03-20 08:32:44,支出,637.20,服装,
2015-07-05 19:45:08,支出,403.99,服装,
2015-09-02 10:38:44,收入,301.17,礼金,
2015-04-26 16:23:32,支出,586.59,运动,
2015-08-20 20:32:57,收入,210.82,奖金,
2015-10-13 02:52:09,支出,324.57,水果,
2015-01-26 04:50:56,收入,226.82,社会保障,
2015-09-11 19:54:00,支出,95.50,快递,
2015-03-15 15:09:54,支出,740.40,美容,
2015-04-11 05:57:05,收入,332.84,退税退费,
2015-04-06 01:47:55,支出,383.10,爱人,
2015-08-11 14:30:45,收入,358.88,股票,
2015-08-23 13:19:29,支出,122.12,服装,
2015-07-18 09:11:05,收入,333.70,公积金,
2015-08-11 04:02:13,支出,274.01,书,
2015-05-14 14:14:04,支出,290.96,住房,
2015-01-20 06:41:58,收入,319.16,工资,
2015-09-18 22:04:55,收入,153.80,退税退费,
2015-07-23 10:59:21,支出,5.60,地铁,
2016-09-19 17:04:12,收入,5368.00,工资,
2016-06-28 23:18:00,收入,354.65,红包,
2016-06-02 08:15:57,收入,259.76,报销,
2016-11-12 08:44:25,支出,268.03,服装,
2016-12-23 19:06:07,支出,464.48,快递,
2016-10-11 10:49:23,收入,204.10,报销,
2016-01-13 18:16:34,收入,270.06,二手转卖,
2016-03-12 03:14:54,支出,558.07,交通,
2016-01-10 15:05:51,收入,260.42,报销,
2016-04-10 15:02:08,收入,184.67,兼职,
2016-10-22 17:04:11,支出,707.74,纳税,
2016-11-26 21:55:16,支出,147.18,游戏,
2016-08-16 17:28:45,支出,283.44,宠物,
2016-04-03 19:44:23,支出,400.07,宠物,
2016-06-14 16:48:48,支出,152.39,娱乐,
2016-04-26 05:26:44,收入,346.91,利息,
2016-08-21 17:44:01,支出,11.04,地铁,
2016-08-11 00:40:45,支出,283.92,日用品,
2016-06-12 04:06:26,收入,39.85,红包,
2016-04-06 10:55:23,支出,397.07,维修,
2016-02-20 04:24:39,支出,440.17,装修,
2016-11-19 03:16:59,收入,50.16,利息,
2016-11-02 00:40:15,支出,789.42,零食,服装鞋帽
2016-02-11 02:25:09,收入,213.53,礼金,
2016-06-25 12:56:45,支出,579.95,饮料,
2016-06-20 17:57:27,支出,173.53,快递,
2016-07-17 08:39:26,收入,472.20,社会保障,
2016-10-28 22:45:59,支出,574.25,母婴,
2016-07-24 15:48:01,支出,638.75,通讯,
2016-12-12 04:03:34,收入,276.33,工资,
2016-12-17 11:37:46,收入,5345.00,工资,
2016-10-09 09:08:14,支出,753.47,烟酒,
2016-03-02 04:48:25,支出,60.51,社保,年度收入表
2016-11-28 06:44:20,收入,346.40,兼职,
2016-07-04 06:55:47,收入,378.55,红包,
2016-03-22 15:25:48,支出,19.41,书,
2016-12-26 05:38:55,收入,296.99,兼职,
2016-11-08 22:22:53,收入,384.65,社会保障,
2016-02-15 13:51:17,支出,470.97,水果,
2016-07-12 12:36:08,支出,438.07,纳税,
2016-09-02 10:06:49,支出,242.07,零食,年度收入
2016-04-13 10:31:57,支出,740.55,水果,
2016-12-22 17:22:01,收入,218.46,公积金,
2016-01-13 14:41:30,支出,551.14,零食,年度对账表
2016-10-10 12:10:00,收入,300.25,工作,
2016-12-26 07:18:04,收入,469.18,退税退费,
2016-04-12 13:15:32,收入,286.94,社会保障,
2016-12-11 09:33:23,收入,410.41,报销,
2016-03-19 18:01:16,收入,336.55,理财,
2016-03-25 18:20:57,支出,371.63,水电,
2016-08-02 00:52:35,支出,691.48,纳税,
2016-09-09 01:06:13,支出,756.82,纳税,
2016-05-06 04:49:13,收入,126.66,红包,
2016-07-23 12:50:02,支出,427.56,纳税,
2016-04-03 05:08:15,收入,316.09,公积金,年度结余表
2016-10-10 19:29:59,支出,736.66,美容,
2016-09-12 13:05:20,收入,492.79,工作,
2016-12-04 05:27:09,支出,538.79,捐赠,
2016-11-17 08:53:18,收入,260.75,奖金,
2016-09-11 02:00:47,收入,378.43,礼金,
2016-07-06 02:24:11,支出,244.46,书,
2016-09-23 11:54:13,收入,59.02,礼金,
2016-07-01 17:37:56,收入,274.64,退税退费,
2016-10-23 03:45:12,收入,473.82,礼金,
2016-05-03 05:57:31,收入,204.83,礼金,年度账单表
2016-12-25 14:09:11,收入,55.65,股票,报销成功
2016-02-14 01:04:34,收入,92.86,工作,水电费
2016-09-14 14:10:43,收入,228.34,礼金,
2016-02-21 22:04:50,收入,421.88,社会保障,
2016-01-18 04:18:47,收入,321.43,公积金,
2016-01-16 04:57:13,收入,219.82,社会保障,
2016-03-06 19:38:46,收入,74.96,礼金,
2016-07-24 14:37:51,支出,681.21,维修,
2016-11-14 19:10:04,支出,9.28,零食,
2016-10-03 22:24:04,支出,549.36,社保,年度总结
2016-07-21 16:48:53,支出,544.25,彩票,
2016-03-24 00:54:14,收入,326.05,股票,
2016-11-08 18:05:20,支出,29.17,购物,
2016-07-23 18:48:34,支出,6.90,服装,
2016-11-01 19:38:18,收入,130.86,礼金,
2016-10-23 14:27:19,支出,84.97,母婴,
2016-04-02 20:18:27,收入,57.59,理财,
2016-03-12 03:35:49,收入,294.88,工作,
2016-07-23 16:02:56,收入,112.18,兼职,
2016-12-05 06:36:35,支出,532.41,汽车,
2016-06-09 03:12:39,支出,295.74,彩票,
2016-05-17 01:22:19,收入,260.86,退税退费,年度核算
2016-03-22 02:11:35,支出,223.93,游戏,
2016-08-28 10:30:39,支出,447.23,通讯,
2016-01-15 01:44:06,支出,783.74,烟酒,
2016-06-04 02:54:51,支出,270.41,物业,
2016-11-07 10:38:40,收入,310.73,理财,
2016-04-15 00:12:22,收入,371.65,红包,
2016-09-17 23:24:32,收入,267.65,股票,
2016-09-06 09:27:11,支出,514.23,物业,
2016-05-18 08:02:39,支出,690.83,纳税,
2016-01-25 03:15:33,收入,358.97,报销,
2016-11-21 16:56:58,收入,115.92,退税退费,
2016-11-16 18:48:02,收入,422.70,奖金,
2016-03-08 21:03:47,支出,232.11,物业,
2016-09-26 15:46:35,收入,383.81,社会保障,
2016-01-17 13:19:05,支出,319.38,日用品,
2016-08-28 11:56:49,收入,78.58,股票,
2016-03-22 02:25:17,支出,66.21,维修,
2016-05-04 09:23:56,收入,134.61,报销,
2016-05-03 22:52:48,收入,259.38,兼职,
2016-09-12 17:07:08,收入,380.89,工作,美容护肤
2016-10-16 14:25:52,支出,235.82,医疗,
2016-09-13 10:42:48,收入,74.12,社会保障,
2016-10-13 10:07:17,支出,18.46,物业,
2016-03-13 14:48:18,支出,73.63,旅行,
2016-11-14 19:56:36,收入,495.83,礼金,
2016-06-17 10:32:11,收入,264.61,红包,
2016-03-21 02:43:09,收入,151.28,公积金,
2016-10-09 12:30:32,收入,211.38,红包,
2016-09-25 21:25:46,支出,63.88,学习,
2016-09-14 15:48:24,收入,74.08,公积金,
2016-08-24 02:41:36,收入,330.14,工资,
