Date,Type,Amount,Category,Note
2015-01-09 06:37:37,Expense,376.18,Social,
2015-12-09 15:54:21,Income,171.95,Gift,
2015-03-10 02:33:44,Expense,696.88,Goods,
2015-10-13 06:30:34,Income,5055.00,Salary,
2015-08-12 15:50:53,Expense,375.99,Housing,
2015-11-09 07:42:00,Expense,62.08,Baby,
2015-05-05 20:15:35,Expense,378.85,Housing,
2015-10-28 10:39:44,Income,83.82,Reimbursement,
2015-05-05 22:38:05,Income,145.38,Stock,budget
2015-11-15 01:25:21,Income,377.31,Work,
2015-01-16 02:43:45,Income,316.23,Work,
2015-10-17 05:42:39,Income,160.58,Salary,
2015-10-27 21:18:16,Expense,95.14,Express,
2015-12-21 14:27:19,Expense,630.35,Sale,
2015-08-17 08:14:23,Expense,775.30,Second-hand,
2015-06-22 19:49:36,Income,216.85,Investment,
2015-05-05 07:53:10,Expense,139.12,Snacks,
2015-10-08 18:29:02,Expense,650.14,Second-hand,
2015-04-11 13:15:55,Income,450.83,Investment,
2015-01-17 11:29:44,Expense,121.30,Lover,
2015-03-19 17:48:00,Income,149.74,Salary,Annual
2015-09-13 13:06:36,Income,58.79,Part-time,
2015-08-20 09:25:09,Income,46.39,Reimbursement,
2015-01-08 09:39:44,Expense,197.07,Social,
2015-06-21 01:47:47,Expense,648.66,Home,Annual
2015-03-12 17:40:12,Income,31.48,Reimbursement,
2015-02-11 20:56:16,Income,331.68,Salary,Utilities
2015-03-20 01:33:03,Expense,120.32,Sports,
2015-05-20 12:44:03,Expense,594.15,Learning,
2015-06-27 16:52:09,Expense,752.71,Alcohol,
2015-06-15 12:41:59,Income,60.10,Reimbursement,
2015-06-08 03:41:33,Expense,494.65,Social,
2015-06-02 18:59:58,Income,371.26,Part-time,
2015-06-07 14:08:17,Expense,119.47,Tax,
2015-07-12 01:13:03,Income,321.72,Work,
2015-04-05 07:40:50,Income,211.24,Gift,
2015-02-28 07:38:23,Expense,615.21,Property,
2015-06-08 11:08:40,Expense,218.73,Sale,
2015-07-24 13:20:15,Expense,148.10,Social,
2015-03-09 01:51:46,Income,163.80,Salary,
2015-05-23 19:25:01,Income,365.82,Bonus,Baby
2015-10-02 05:05:23,Expense,277.74,Lottery,
2015-07-26 17:01:05,Income,87.94,Reimbursement,
2015-11-05 11:57:47,Expense,104.11,Alcohol,Tax
2015-11-08 04:12:15,Income,431.41,Part-time,
2015-01-24 17:05:29,Income,89.35,Stock,
2015-05-10 09:02:18,Income,292.79,Gift,
2015-10-28 06:33:12,Income,499.51,Reimbursement,
2015-05-05 06:38:10,Income,269.26,Stock,
2015-08-15 19:23:47,Income,461.11,Interest,
2015-02-19 21:21:12,Income,84.09,Bonus,
2015-01-14 15:31:50,Income,422.01,Reimbursement,
2015-06-26 10:21:27,Income,497.39,Part-time,
2015-12-02 14:20:07,Expense,59.21,Fruit,
2015-01-20 13:32:12,Expense,755.04,Utilities,
2015-03-07 06:42:47,Expense,359.64,Property,
2015-07-15 20:12:58,Expense,340.29,Family,
2015-03-10 00:30:22,Expense,755.26,Social,
2015-06-19 11:40:04,Income,227.68,Gift,
2015-08-22 23:55:02,Income,102.34,Bonus,
2015-08-15 04:41:17,Income,41.50,Work,
2015-12-25 22:46:42,Income,344.45,Part-time,
2015-04-24 23:32:11,Income,336.98,Bonus,
2015-06-03 13:42:39,Expense,719.97,Book,
2015-07-23 17:59:41,Income,297.95,Salary,
2015-11-06 00:36:05,Income,357.64,Stock,
2015-08-12 22:41:47,Expense,9.58,Transport,
2015-05-28 03:35:56,Expense,353.42,Medical,purchase
2015-02-26 14:28:10,Expense,561.81,Sports,
2015-11-24 11:23:19,Income,90.66,Investment,
2015-07-09 20:49:16,Income,434.81,Work,
2015-05-16 00:18:16,Expense,191.52,Digital,
2015-12-20 13:26:44,Income,112.31,Bonus,
2015-02-24 01:37:06,Income,463.36,Bonus,
2015-02-22 19:02:41,Income,490.71,Reimbursement,
2015-12-22 17:35:23,Income,272.89,Salary,
2015-09-13 17:09:34,Expense,157.55,Tax,
2015-04-19 14:44:52,Income,137.11,Reimbursement,
2015-06-15 16:24:15,Income,141.65,Part-time,
2015-07-20 19:11:14,Income,11.15,Interest,Utilities
2015-02-13 19:49:00,Income,323.65,Work,
2015-03-17 19:43:13,Expense,618.20,Education,
2015-06-22 00:26:19,Expense,740.12,Red,
2015-05-17 22:56:31,Income,62.78,Bonus,
2015-12-11 07:54:16,Expense,432.36,Car,
2015-08-03 01:33:20,Income,429.18,Bonus,budget
2015-10-05 13:38:41,Expense,423.92,Social,
2015-05-15 01:07:09,Income,63.70,Investment,
2015-06-26 07:53:39,Income,64.71,Interest,
2015-09-25 17:34:54,Income,316.19,Salary,
2015-03-27 08:21:35,Expense,6.20,Learning,
2015-04-15 14:14:51,Expense,645.48,Tax,
2015-10-03 19:29:51,Expense,14.13,Pets,
2015-07-18 16:04:46,Income,4944.00,Salary,
2015-04-22 07:26:44,Income,303.12,Investment,
2015-07-28 10:46:14,Expense,353.02,Baby,
2015-07-21 23:40:51,Income,332.37,Gift,
2015-03-05 09:20:13,Expense,84.15,Clothing,
2015-08-19 07:59:17,Expense,773.15,Fruit,
2015-06-11 13:49:53,Expense,209.73,Family,
2015-10-06 11:01:25,Expense,63.79,Decoration,
2015-02-06 14:00:55,Income,218.37,Part-time,
2015-09-07 18:46:50,Expense,52.39,Clothing,
2015-05-10 05:01:23,Income,333.76,Interest,
2015-04-20 09:01:43,Expense,492.69,Tobacco,bonus
2015-01-06 05:25:29,Expense,518.16,Book,
2015-05-06 18:40:39,Income,54.33,Investment,
2015-09-21 11:34:46,Income,457.48,Bonus,
2015-07-07 00:23:36,Income,234.13,Salary,
2015-09-12 18:37:20,Income,422.65,Bonus,
2015-09-11 00:50:02,Income,490.63,Reimbursement,fee
2015-10-09 23:18:05,Expense,51.34,Dining,
2015-03-28 14:40:01,Expense,452.13,Housing,
2015-05-27 21:57:22,Income,436.66,Work,
2015-06-22 05:04:23,Income,402.31,Part-time,
2015-08-22 03:06:00,Income,136.91,Part-time,
2015-05-14 12:33:01,Expense,501.69,Fund,
2015-06-01 23:03:48,Income,248.25,Stock,expense
2015-02-18 00:26:10,Expense,211.59,Travel,
2015-10-19 22:35:13,Income,438.61,Part-time,
2015-07-05 18:07:49,Expense,13.59,Communication,
2015-07-13 12:44:58,Income,371.84,Bonus,
2015-04-28 05:18:17,Expense,473.10,Dining,
2015-02-06 20:27:02,Income,4929.00,Salary,
2015-01-17 05:56:31,Income,287.49,Stock,audit
2015-05-23 11:53:24,Expense,684.38,Communication,Home
2015-03-28 12:59:35,Income,346.28,Bonus,
2015-01-25 08:47:09,Income,140.57,Part-time,
2015-06-27 21:52:29,Income,248.44,Stock,
2015-08-11 03:37:34,Expense,650.94,Tax,
2015-06-13 09:57:36,Expense,614.00,Refund,
2015-01-17 19:36:25,Expense,455.98,Repair,
2015-04-10 05:01:44,Expense,691.15,Benefit,
2015-09-28 12:58:56,Income,403.86,Bonus,
2015-12-11 06:51:58,Income,496.71,Stock,
2015-09-18 23:41:50,Income,361.61,Salary,
2015-05-06 09:19:11,Income,467.83,Reimbursement,
2015-04-04 08:27:19,Expense,338.15,Pets,expense
2015-05-04 06:35:53,Expense,730.44,Education,
2015-09-14 10:10:31,Expense,74.18,Medical,report
2015-04-17 18:12:07,Expense,264.28,Dining,
2015-01-11 22:01:51,Income,30.22,Stock,
2015-03-04 07:44:42,Income,51.38,Interest,
2015-04-06 05:05:57,Income,78.60,Interest,
2015-06-21 03:46:07,Expense,76.82,Decoration,
2015-10-21 09:37:18,Expense,504.32,Social,
2015-01-17 13:55:04,Expense,337.29,Provident,
2015-05-22 17:11:08,Expense,509.93,Repair,
2015-08-02 13:22:55,Income,451.50,Reimbursement,
2015-12-21 08:08:40,Income,241.74,Interest,
2015-08-14 13:30:40,Income,343.29,Stock,sheet
2015-05-07 14:47:51,Expense,668.05,Benefit,
2015-12-14 13:22:28,Expense,420.26,Red,
2015-02-16 13:39:41,Expense,571.26,Tax,goods
2015-03-22 01:33:53,Income,288.62,Bonus,
2015-01-27 02:49:22,Expense,124.08,Care,
2015-05-07 21:18:35,Income,303.09,Stock,
2015-11-06 23:24:28,Income,113.35,Part-time,Annual
2015-05-02 04:06:47,Expense,69.83,Dining,
2015-10-10 17:19:36,Income,296.13,Stock,
2015-07-17 04:33:52,Expense,547.30,Alcohol,
2015-03-28 00:20:33,Expense,481.72,Digital,
2015-12-18 18:38:43,Expense,332.17,Baby,
2015-04-02 12:59:01,Income,155.76,Work,
2015-10-06 13:43:25,Expense,234.90,Learning,
2015-05-03 16:09:49,Expense,448.89,Tax,
2015-03-17 05:16:13,Expense,579.13,Beverage,
2015-05-21 00:54:15,Income,316.48,Investment,
2015-01-11 14:33:35,Income,277.97,Investment,
2015-08-05 13:19:51,Expense,525.95,Subway,Lottery
2015-09-27 03:10:10,Income,193.61,Investment,
2015-12-06 19:21:52,Income,97.48,Gift,
2015-08-23 21:28:06,Income,310.02,Part-time,
2015-12-20 03:58:51,Expense,778.32,&,
2015-09-22 15:40:36,Income,468.46,Gift,
2015-09-20 05:31:14,Income,50.62,Gift,security
2015-04-04 10:55:15,Income,116.96,Part-time,
2015-03-07 14:11:27,Expense,148.64,Baby,
2015-10-10 02:44:23,Income,136.32,Investment,
2015-03-10 15:44:12,Expense,556.65,Learning,
2015-11-06 10:37:45,Income,435.63,Salary,
2015-05-11 04:29:19,Income,22.13,Salary,
2015-09-03 12:01:57,Expense,121.47,Goods,
2015-10-22 04:46:26,Income,4930.00,Salary,
2015-11-24 13:21:23,Income,31.79,Gift,
2015-07-13 11:23:46,Expense,98.05,Clothing,
2015-11-28 14:59:14,Income,254.76,Reimbursement,
2015-01-04 03:29:51,Expense,257.70,Clothing,dividend
2015-01-17 00:13:07,Expense,101.05,Property,
2015-05-28 02:06:24,Expense,278.40,Lottery,
2015-07-07 12:13:55,Expense,217.72,Sports,
2015-05-13 09:57:30,Expense,696.50,Repair,Annual
2015-10-17 09:02:08,Expense,554.10,Taxi,
2015-02-09 20:49:44,Expense,610.38,Home,
2015-10-05 10:02:38,Income,158.56,Stock,
2015-06-17 10:40:52,Expense,485.81,Digital,
2015-01-04 09:45:01,Expense,15.67,Packet,
2015-02-05 17:21:51,Expense,195.63,Social,
2015-09-07 09:33:41,Income,53.16,Stock,
2015-03-21 16:49:51,Expense,790.37,Care,
2015-11-02 21:25:12,Income,426.69,Reimbursement,
2015-07-28 10:56:00,Income,444.49,Reimbursement,
2015-05-12 01:38:05,Income,418.49,Stock,
2015-03-18 03:38:13,Expense,438.92,Social,
2015-12-28 20:21:22,Expense,330.14,Baby,
2015-10-08 04:20:37,Expense,547.98,Alcohol,
2015-05-25 00:58:28,Income,403.38,Stock,
2015-09-22 05:37:02,Expense,117.32,Sports,
2015-03-03 17:14:29,Income,322.70,Work,
2015-11-22 08:13:55,Expense,664.69,Beverage,
2015-06-13 01:31:22,Expense,61.51,Security,
2015-09-03 00:44:31,Income,455.71,Salary,
2015-12-26 18:40:56,Income,338.49,Bonus,
2015-03-26 22:08:51,Expense,517.10,Clothing,
2015-07-27 05:39:48,Expense,396.42,Express,
2015-06-08 05:06:05,Expense,519.30,Medical,
2015-09-08 22:24:51,Expense,760.10,Fund,Gift
2015-01-21 09:33:29,Expense,611.48,Dining,
2015-05-24 07:27:32,Expense,631.04,Lover,
2015-03-13 10:29:05,Income,348.08,Investment,
2015-06-28 12:17:41,Income,458.64,Interest,
2015-05-06 14:02:10,Income,463.03,Interest,
2015-02-16 15:21:46,Income,236.91,Work,
2015-03-21 09:15:41,Expense,53.77,Benefit,
2015-11-13 14:04:47,Income,211.53,Reimbursement,
2015-07-12 23:17:19,Income,409.75,Bonus,
2015-05-13 13:25:45,Income,448.92,Stock,
2015-03-11 09:26:46,Expense,64.01,Tobacco,
2015-11-14 06:36:48,Expense,35.84,Daily,
2015-05-10 16:12:09,Income,287.78,Reimbursement,
2015-09-17 09:51:36,Expense,352.22,&,
2015-07-21 19:54:47,Expense,622.17,Packet,
2015-10-16 08:26:23,Income,241.72,Reimbursement,
2015-02-25 17:45:04,Expense,449.57,Sports,
2015-03-24 22:29:53,Income,102.75,Stock,
2015-05-06 18:52:18,Expense,748.23,Transport,
2015-02-13 07:57:48,Expense,746.78,Property,Pet
2015-01-03 18:26:55,Income,446.09,Investment,
2015-07-16 04:52:58,Expense,6.86,Second-hand,
2015-04-19 06:10:31,Income,115.96,Investment,
2015-02-26 15:31:40,Income,77.68,Part-time,
2015-10-06 23:39:16,Income,464.93,Part-time,
2015-04-24 22:05:46,Expense,608.90,Benefit,
2015-06-04 08:02:26,Expense,794.15,Car,
2015-11-24 16:58:14,Expense,424.31,Social,
2015-08-11 22:33:17,Expense,782.45,Refund,
2015-11-01 22:37:58,Expense,73.48,Sale,
2015-05-14 01:43:01,Expense,454.87,Tobacco,
2015-07-08 23:07:18,Income,150.43,Interest,
2015-12-02 21:36:19,Income,354.09,Reimbursement,
2015-05-03 10:36:42,Income,316.40,Work,
2015-04-12 20:45:52,Expense,485.02,Repair,
2015-01-26 17:36:00,Income,54.52,Salary,
2015-12-08 01:52:31,Income,247.27,Work,
2015-04-03 08:28:06,Income,15.32,Stock,
2015-10-01 22:24:58,Income,135.49,Work,
2015-05-14 22:08:26,Expense,35.35,Daily,
2015-08-03 19:04:06,Expense,604.83,Fruit,
2015-08-02 05:24:23,Income,139.72,Gift,
2015-05-20 06:17:39,Income,22.50,Reimbursement,
2015-12-19 02:15:53,Income,239.30,Work,
2015-07-16 05:25:57,Income,435.40,Gift,
2015-11-13 08:33:35,Income,457.53,Bonus,
2015-02-07 18:26:38,Expense,781.57,Housing,
2015-12-13 09:55:52,Income,131.15,Interest,
2015-06-18 19:13:18,Income,281.76,Investment,
2015-09-04 16:44:45,Income,204.30,Stock,
2015-12-08 19:25:11,Income,66.96,Stock,
2015-04-10 12:39:01,Expense,522.42,Car,
2015-06-04 05:35:29,Income,252.99,Reimbursement,
2015-08-16 22:06:43,Income,197.31,Bonus,
2015-02-19 05:42:51,Income,449.07,Reimbursement,
2015-06-08 03:54:28,Income,39.05,Interest,
2015-07-17 22:35:25,Expense,249.97,Learning,
2015-11-06 05:31:42,Income,316.52,Interest,
2015-10-20 21:39:13,Expense,496.15,Lover,
2015-10-17 16:53:42,Income,464.14,Reimbursement,
2015-02-02 19:41:01,Expense,293.35,Parking,
2015-01-12 04:50:05,Income,409.75,Investment,
2015-11-28 22:20:03,Income,179.19,Stock,
2015-06-27 08:59:44,Income,257.29,Gift,
2015-01-15 17:40:09,Expense,548.51,Subway,
2015-09-18 09:55:24,Income,204.36,Reimbursement,
2015-01-28 13:41:45,Income,452.56,Reimbursement,
2015-08-11 03:04:37,Income,196.37,Reimbursement,
2015-07-01 01:36:53,Expense,151.96,Repair,expense
2015-06-24 04:28:01,Income,234.01,Gift,
2015-09-25 08:50:50,Expense,660.77,Sports,
2015-06-02 18:01:37,Income,89.82,Gift,
2015-07-21 11:22:31,Income,334.38,Interest,
2015-05-02 11:52:05,Expense,44.00,Home,
2015-06-09 12:26:47,Expense,503.80,Donation,
2015-06-20 06:21:06,Income,423.86,Bonus,
2015-01-01 22:17:01,Expense,316.81,Game,
2015-07-20 01:21:28,Income,262.84,Investment,
2015-08-06 19:20:01,Income,122.38,Investment,
2015-06-12 19:05:52,Expense,378.27,Property,
2015-07-06 03:21:31,Expense,750.36,Second-hand,
2015-12-28 05:34:28,Expense,631.54,Transport,
2015-06-12 03:35:26,Expense,470.39,Express,
2015-05-06 23:25:34,Expense,526.43,Alcohol,goods
2015-06-28 12:01:09,Expense,527.27,Learning,
2015-12-15 23:45:47,Expense,243.73,Benefit,
2015-04-04 16:35:39,Expense,209.13,Dining,
2015-07-14 12:24:32,Expense,650.52,Entertainment,
2015-04-01 20:38:15,Income,94.26,Reimbursement,
2015-11-27 00:57:17,Expense,117.62,Provident,
2015-01-15 21:13:47,Income,474.59,Stock,
2015-04-13 06:37:32,Expense,404.84,Parking,
2015-05-21 10:42:14,Income,241.63,Bonus,
2015-06-26 08:34:22,Expense,448.69,Sports,
2015-08-20 20:40:17,Expense,697.36,Utilities,
2015-04-02 14:12:31,Expense,49.49,Sports,
2015-10-08 23:18:18,Expense,650.65,Sports,
2015-07-24 20:28:28,Income,402.16,Gift,
2015-03-17 16:50:57,Income,92.69,Salary,
2015-01-16 03:01:13,Expense,324.43,Lover,
2015-05-21 01:12:33,Income,417.93,Investment,
2015-11-22 12:20:16,Income,265.14,Gift,Annual
2015-10-22 00:41:02,Expense,204.14,Property,
2015-12-12 03:33:49,Income,170.87,Bonus,
2015-06-13 23:13:10,Expense,616.57,Sports,
2015-02-09 09:09:31,Income,85.62,Stock,
2015-09-10 21:44:08,Income,369.81,Part-time,
2015-08-12 15:28:44,Expense,300.35,Education,
2015-01-26 12:21:10,Expense,489.72,Game,Annual
2015-09-20 00:16:29,Expense,418.60,Beauty,
2015-06-11 13:48:00,Income,310.90,Work,
2015-10-01 22:13:52,Income,137.49,Part-time,
2015-05-20 12:17:16,Income,311.70,Interest,
2015-02-20 03:56:41,Expense,265.03,Book,Transport
2015-11-20 12:15:44,Expense,451.64,Shopping,
2015-06-14 15:17:53,Income,258.47,Interest,
2015-05-07 20:56:06,Expense,288.89,Delivery,
2015-05-04 11:50:13,Income,168.10,Gift,
2015-02-08 22:48:09,Income,257.61,Bonus,
2015-05-09 01:27:59,Expense,661.85,Car,
2015-04-17 11:58:24,Expense,541.35,Security,
2015-03-11 08:48:26,Income,153.18,Interest,
2015-12-20 06:23:35,Income,248.66,Reimbursement,
2015-12-19 21:25:20,Expense,136.51,Express,
2015-02-22 00:31:48,Expense,171.09,Donation,
2015-07-08 00:20:21,Income,223.18,Reimbursement,
2015-07-19 10:36:24,Income,55.92,Investment,
2015-06-06 03:20:03,Income,135.46,Reimbursement,
2015-04-15 21:55:47,Expense,700.29,Delivery,balance
2015-04-14 16:45:02,Income,125.43,Investment,Annual
2015-09-22 16:11:46,Income,199.91,Bonus,
2015-10-08 07:28:05,Income,82.21,Work,
2015-09-03 18:37:02,Expense,306.48,Dining,
2015-04-15 23:38:40,Expense,773.04,Property,analysis
2015-06-03 03:16:14,Expense,434.91,Parking,
2015-01-04 03:29:53,Expense,273.73,Medical,
2015-06-28 07:19:57,Expense,72.67,Packet,
2015-04-01 14:32:26,Expense,199.78,Decoration,
2015-07-24 22:00:07,Income,396.44,Salary,
2015-07-13 08:57:55,Expense,738.26,Utilities,report
2015-06-14 04:37:29,Expense,309.93,Sale,plan
2015-03-01 11:37:16,Expense,193.86,Digital,
2015-11-06 05:28:42,Expense,343.73,Taxi,
2015-05-02 08:52:25,Income,126.83,Stock,
2015-12-18 00:47:44,Expense,495.59,Home,
2015-10-16 18:33:32,Expense,49.67,Lottery,
2015-08-02 09:28:27,Income,4950.00,Salary,
2015-02-17 05:16:23,Income,34.03,Gift,
2015-09-23 21:52:09,Expense,305.34,Repair,
2015-10-17 08:56:55,Expense,173.00,Second-hand,
2015-09-26 09:19:09,Expense,59.06,Beverage,
2015-04-06 16:31:39,Expense,229.96,Pets,
2015-08-17 03:55:42,Expense,792.96,Tax,
2015-05-20 18:33:31,Income,77.38,Stock,
2015-02-20 08:12:03,Expense,445.17,Travel,
2016-05-03 04:40:59,Income,5448.00,Salary,
2016-06-10 05:29:09,Income,480.80,Investment,
2016-08-13 06:47:30,Income,396.48,Investment,audit
2016-04-06 02:25:43,Income,475.70,Investment,
2016-03-16 04:12:30,Income,86.53,Investment,
2016-07-28 00:51:17,Income,24.41,Salary,
2016-03-04 05:41:19,Expense,785.44,Pets,
2016-07-27 15:39:21,Expense,86.57,Sale,
2016-02-03 18:51:43,Expense,218.60,Fruit,
2016-11-11 01:06:46,Income,257.56,Interest,
2016-11-25 18:15:42,Expense,673.54,Digital,
2016-06-22 13:19:04,Income,338.28,Investment,
2016-07-07 02:56:00,Income,452.65,Investment,
2016-07-28 08:49:56,Income,123.52,Reimbursement,
2016-06-12 20:54:08,Income,371.22,Interest,
2016-04-20 09:04:06,Income,416.20,Work,
2016-06-12 18:20:06,Expense,226.29,Property,
2016-03-20 14:35:10,Income,273.20,Interest,
2016-02-01 18:23:05,Expense,378.89,Transport,
2016-11-16 05:19:59,Expense,286.33,Donation,
2016-06-21 05:05:16,Expense,720.66,Alcohol,
2016-05-05 10:12:21,Income,319.18,Interest,
2016-09-16 05:48:32,Expense,779.21,Game,
2016-07-28 19:15:26,Expense,783.76,Donation,
2016-05-13 07:25:53,Income,14.15,Reimbursement,
2016-03-23 19:39:06,Income,250.46,Salary,
2016-05-06 20:17:59,Expense,355.28,Goods,
2016-07-24 15:02:19,Income,143.07,Gift,
2016-01-24 02:53:15,Income,368.53,Interest,
2016-12-02 10:19:40,Income,290.69,Work,
2016-03-26 04:17:39,Income,5478.00,Salary,
2016-05-22 05:09:34,Expense,6.42,Repair,
2016-09-06 21:07:31,Income,124.68,Part-time,
2016-02-09 00:29:27,Income,103.25,Work,
2016-01-16 22:53:28,Expense,81.88,Taxi,
2016-05-24 10:41:04,Income,475.31,Work,
2016-08-07 12:43:27,Expense,642.61,Taxi,gift
2016-09-09 04:54:38,Income,30.10,Part-time,
2016-01-20 12:34:05,Expense,415.58,Packet,
2016-03-01 04:23:03,Expense,642.25,Tax,
2016-05-15 12:17:49,Income,345.56,Reimbursement,
2016-07-13 11:49:56,Income,206.90,Investment,
2016-11-06 08:42:31,Expense,233.36,Taxi,
2016-08-16 04:56:35,Expense,304.85,Donation,
2016-07-19 03:23:21,Income,481.41,Work,
2016-01-26 04:45:29,Income,23.57,Bonus,
2016-08-13 09:36:20,Income,80.56,Part-time,
2016-12-19 20:14:24,Expense,571.57,Communication,
2016-11-17 07:18:20,Expense,21.55,Express,
2016-11-13 10:16:49,Income,388.80,Part-time,Annual
2016-04-17 15:48:40,Expense,612.79,Game,
2016-05-04 06:37:55,Expense,249.30,Family,
2016-09-25 02:05:01,Expense,196.54,Second-hand,
2016-05-15 11:20:44,Expense,537.63,Red,
2016-08-14 19:21:55,Expense,175.07,Sale,
2016-09-04 20:55:54,Expense,81.96,Baby,
2016-01-06 18:03:18,Expense,704.32,Repair,
2016-11-15 11:13:11,Income,19.13,Bonus,
2016-07-19 06:48:13,Expense,176.23,Refund,
2016-03-01 19:38:17,Income,91.62,Part-time,
2016-06-23 19:37:27,Expense,202.56,Tobacco,expense
2016-01-18 00:05:18,Income,400.40,Bonus,
2016-08-09 16:18:49,Income,319.85,Reimbursement,
2016-02-01 02:34:46,Income,179.53,Interest,
2016-12-28 09:32:14,Income,275.65,Part-time,
2016-05-15 16:23:22,Expense,551.76,Education,
2016-09-24 10:55:01,Expense,298.44,Transport,
2016-07-11 01:14:25,Income,438.91,Work,
2016-02-26 06:39:09,Income,356.41,Reimbursement,
2016-08-09 08:05:51,Income,135.98,Salary,
2016-12-19 23:56:51,Income,215.05,Stock,
2016-09-17 10:35:10,Income,161.30,Reimbursement,
2016-06-21 09:38:50,Expense,767.64,Sports,Pet
2016-07-04 05:49:48,Expense,396.13,Digital,
2016-04-25 11:42:29,Expense,704.68,Baby,
2016-12-25 19:29:41,Expense,531.17,Beauty,fee
2016-04-05 18:53:43,Expense,192.66,Utilities,
2016-07-18 15:32:09,Expense,181.43,Care,
2016-08-09 05:46:45,Expense,496.76,Refund,
2016-07-12 00:34:37,Expense,12.67,Travel,
2016-02-22 20:23:09,Expense,784.71,Repair,
2016-10-04 19:01:17,Income,92.70,Work,
2016-04-21 11:27:21,Expense,666.88,Baby,
2016-12-05 16:03:19,Income,257.05,Part-time,
2016-04-13 05:50:51,Expense,663.51,Packet,
2016-04-08 06:06:01,Expense,380.90,Entertainment,
2016-12-16 19:51:12,Income,476.19,Interest,
2016-01-16 09:11:16,Income,410.83,Work,
2016-07-26 14:52:26,Expense,370.99,Digital,fee
2016-01-05 23:25:03,Expense,558.91,Car,
2016-03-28 03:08:43,Expense,780.70,Lottery,Refund
2016-03-22 00:58:09,Expense,307.27,Delivery,
2016-10-07 05:14:37,Expense,632.31,Home,
2016-02-07 05:20:38,Income,181.14,Part-time,
2016-08-18 12:30:54,Income,236.88,Gift,
2016-03-02 01:03:50,Expense,62.13,Dining,
2016-01-16 01:29:48,Income,25.28,Part-time,
2016-10-14 05:25:02,Income,272.03,Salary,
2016-03-16 13:58:49,Income,450.33,Gift,
2016-03-07 05:12:20,Income,134.96,Salary,Pet
2016-04-06 06:43:39,Expense,605.97,Goods,
2016-08-10 23:57:03,Income,270.44,Part-time,
2016-12-11 07:25:41,Expense,514.64,Book,
2016-02-20 01:21:45,Expense,521.30,Book,
2016-03-10 06:18:18,Expense,566.09,Shopping,
2016-01-22 07:14:18,Income,151.11,Stock,
2016-03-06 04:05:41,Income,187.01,Salary,Annual
2016-06-21 22:31:48,Expense,646.02,Property,
2016-07-20 12:43:50,Expense,131.63,Social,
2016-02-18 15:40:24,Income,11.05,Gift,
2016-10-22 07:34:03,Income,458.56,Investment,
2016-05-18 13:39:21,Income,323.77,Stock,
2016-12-19 01:30:49,Expense,241.62,Taxi,
2016-08-17 04:01:53,Income,39.10,Part-time,
2016-11-23 05:57:07,Expense,20.08,Beverage,
2016-09-26 03:00:05,Income,413.63,Interest,
2016-10-21 22:04:26,Income,51.29,Interest,
2016-05-15 02:58:00,Income,41.03,Reimbursement,
2016-02-16 16:00:15,Expense,262.74,Tobacco,
2016-05-20 23:38:37,Expense,725.08,Goods,settlement
2016-01-01 22:57:50,Income,5325.00,Salary,
